time,animal_id,x,y,average_speed,average_acceleration,direction,m-213,m-504,m-608,m-710,m-906,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7,c-8,c-9
20035,m-710,355.9000,791.6000,0.1324,-0.0012,-90.0000,0.2079,0.4971,0.3817,0.0000,0.5043,3,3,3,3,1,1,0,0,0,0
20035,m-906,326.9000,781.6000,0.4270,-0.0022,90.0000,0.7026,0.0634,0.1833,0.5043,0.0000,4,3,3,3,1,1,0,0,0,0
20036,m-213,361.1000,763.2000,0.5571,-0.0092,-161.5651,0.0000,0.7010,0.5491,0.2092,0.6637,0,0,0,0,0,0,0,0,0,0
20036,m-504,355.3000,748.6000,0.5441,0.0046,90.0000,0.7010,0.0000,0.1812,0.5069,0.0699,1,1,1,1,1,1,0,0,0,0
20036,m-608,305.0000,748.2000,0.9916,0.0124,32.7352,0.5491,0.1812,0.0000,0.3682,0.1478,-1,2,2,2,2,2,0,0,0,0
20036,m-710,355.9000,791.4000,0.1440,-0.0022,-90.0000,0.2092,0.5069,0.3682,0.0000,0.4655,3,3,3,3,1,1,0,0,0,0
20036,m-906,327.0000,782.0000,0.4491,-0.0022,75.9638,0.6637,0.0699,0.1478,0.4655,0.0000,4,3,3,3,1,1,0,0,0,0
20037,m-213,360.9000,763.2000,0.6489,-0.0073,180.0000,0.0000,0.2697,0.4207,0.7554,0.2950,0,0,0,0,0,0,0,0,0,0
20037,m-504,355.4000,749.5000,0.4982,0.0068,83.6598,0.2697,0.0000,0.1650,0.4885,0.0603,1,1,1,1,1,1,0,0,0,0
20037,m-608,306.3000,749.0000,0.8672,0.0138,31.6075,0.4207,0.1650,0.0000,0.3600,0.1425,-1,2,2,2,2,2,0,0,0,0
20037,m-710,355.9000,791.3000,0.1657,-0.0021,-90.0000,0.7554,0.4885,0.3600,0.0000,0.4655,3,3,3,3,1,1,0,0,0,0
20037,m-906,327.1000,782.4000,0.4711,-0.0029,75.9638,0.2950,0.0603,0.1425,0.4655,0.0000,4,3,3,3,1,1,0,0,0,0
20038,m-213,360.6000,763.1000,0.7217,-0.0074,-161.5651,0.0000,0.6629,0.5512,0.2135,0.6641,0,0,0,0,0,0,0,0,0,0
20038,m-504,355.6000,750.3000,0.4299,0.0034,75.9638,0.6629,0.0000,0.1360,0.4663,0.0566,1,1,1,1,1,1,0,0,0,0
20038,m-608,307.6000,749.9000,0.7291,0.0117,34.6952,0.5512,0.1360,0.0000,0.3633,0.1284,5,2,2,2,2,2,0,0,0,0
20038,m-710,355.9000,791.1000,0.1869,-0.0022,-90.0000,0.2135,0.4663,0.3633,0.0000,0.4656,3,3,3,3,1,1,0,0,0,0
20038,m-906,327.2000,782.8000,0.4998,-0.0021,75.9638,0.6641,0.0566,0.1284,0.4656,0.0000,4,3,3,3,1,1,0,0,0,0
20039,m-213,360.3000,762.9000,0.7961,-0.0049,-146.3099,0.0000,0.6603,0.4971,0.1771,0.5588,0,0,0,0,0,0,0,0,0,0
20039,m-504,355.6000,751.0000,0.3960,0.0029,90.0000,0.6603,0.0000,0.1792,0.5046,0.1177,1,1,1,1,1,1,0,0,0,0
20039,m-608,308.8000,750.6000,0.6125,0.0105,30.2564,0.4971,0.1792,0.0000,0.3482,0.0810,5,2,2,2,2,2,0,0,0,0
20039,m-710,355.9000,791.0000,0.2085,-0.0022,-90.0000,0.1771,0.5046,0.3482,0.0000,0.4024,3,3,3,3,1,1,0,0,0,0
20039,m-906,327.5000,783.2000,0.5206,-0.0044,53.1301,0.5588,0.1177,0.0810,0.4024,0.0000,4,3,3,3,1,1,0,0,0,0
20040,m-213,359.9000,762.8000,0.8454,-0.0020,-165.9638,0.0000,0.6843,0.5477,0.2281,0.5594,0,0,0,0,0,0,0,0,0,0
20040,m-504,355.7000,751.5000,0.3673,0.0018,78.6901,0.6843,0.0000,0.1526,0.4729,0.1390,1,1,1,1,1,1,0,0,0,0
20040,m-608,309.9000,751.2000,0.5072,0.0085,28.6105,0.5477,0.1526,0.0000,0.3414,0.0503,5,2,2,2,2,2,0,0,0,0
20040,m-710,355.9000,790.9000,0.2301,-0.0010,-90.0000,0.2281,0.4729,0.3414,0.0000,0.3491,3,3,3,3,1,1,0,0,0,0
20040,m-906,327.8000,783.4000,0.5645,-0.0048,33.6901,0.5594,0.1390,0.0503,0.3491,0.0000,4,3,3,3,1,1,0,0,0,0
20041,m-213,359.4000,762.8000,0.8654,0.0010,180.0000,0.0000,0.3184,0.4238,0.7570,0.4538,0,0,0,0,0,0,0,0,0,0
20041,m-504,355.9000,752.0000,0.3495,0.0018,68.1986,0.3184,0.0000,0.1194,0.4437,0.1525,1,1,1,1,1,1,0,0,0,0
20041,m-608,310.9000,751.8000,0.4222,0.0069,30.9638,0.4238,0.1194,0.0000,0.3464,0.0630,5,2,2,2,2,2,0,0,0,0
20041,m-710,355.9000,790.8000,0.2401,0.0000,-90.0000,0.7570,0.4437,0.3464,0.0000,0.3079,3,3,3,3,1,1,0,0,0,0
20041,m-906,328.1000,783.5000,0.6129,-0.0060,18.4349,0.4538,0.1525,0.0630,0.3079,0.0000,4,3,3,3,1,1,0,0,0,0
20042,m-213,358.7000,762.9000,0.8555,0.0009,171.8699,0.0000,0.3597,0.4143,0.0881,0.4816,0,0,0,0,0,0,0,0,0,0
20042,m-504,356.1000,752.2000,0.3313,0.0014,45.0000,0.3597,0.0000,0.0772,0.3795,0.1431,1,1,1,1,1,1,0,0,0,0
20042,m-608,311.7000,752.2000,0.3528,0.0063,26.5651,0.4143,0.0772,0.0000,0.4343,0.0959,5,2,2,2,2,2,0,0,0,0
20042,m-710,355.8000,790.8000,0.2401,0.0004,180.0000,0.0881,0.3795,0.4343,0.0000,0.5056,3,3,3,3,1,1,0,0,0,0
20042,m-906,328.4000,783.5000,0.6729,-0.0038,0.0000,0.4816,0.1431,0.0959,0.5056,0.0000,4,3,3,3,1,1,0,0,0,0
20043,m-213,358.1000,762.9000,0.8465,0.0045,180.0000,0.0000,0.4131,0.4536,0.8815,0.6287,0,0,0,0,0,0,0,0,0,0
20043,m-504,356.4000,752.4000,0.3176,-0.0005,33.6901,0.4131,0.0000,0.0678,0.4726,0.2310,1,1,1,1,1,1,0,0,0,0
20043,m-608,312.5000,752.5000,0.2897,0.0031,20.5560,0.4536,0.0678,0.0000,0.4397,0.1953,5,2,2,2,2,2,0,0,0,0
20043,m-710,355.7000,790.7000,0.2360,0.0004,-135.0000,0.8815,0.4726,0.4397,0.0000,0.2602,3,3,3,3,1,1,0,0,0,0
20043,m-906,328.7000,783.2000,0.7111,-0.0040,-45.0000,0.6287,0.2310,0.1953,0.2602,0.0000,4,3,3,3,1,1,0,0,0,0
20044,m-213,357.4000,763.1000,0.8020,0.0062,164.0546,0.0000,0.2869,0.4064,0.1137,0.6066,0,0,0,0,0,0,0,0,0,0
20044,m-504,356.6000,752.8000,0.3228,0.0011,63.4349,0.2869,0.0000,0.1293,0.2056,0.3333,1,1,1,1,1,1,0,0,0,0
20044,m-608,313.0000,752.7000,0.2582,0.0019,21.8014,0.4064,0.1293,0.0000,0.3239,0.2221,5,2,2,2,2,2,0,0,0,0
20044,m-710,355.6000,790.8000,0.2319,-0.0006,135.0000,0.1137,0.2056,0.3239,0.0000,0.5293,3,3,3,3,1,1,0,0,0,0
20044,m-906,329.0000,782.8000,0.7511,-0.0017,-53.1301,0.6066,0.3333,0.2221,0.5293,0.0000,4,3,3,3,1,1,0,0,0,0
20045,m-213,356.6000,763.3000,0.7395,0.0064,165.9638,0.0000,0.3414,0.4317,0.1125,0.6630,0,0,0,0,0,0,0,0,0,0
20045,m-504,356.9000,753.1000,0.3120,-0.0006,45.0000,0.3414,0.0000,0.1035,0.2556,0.3338,1,1,1,1,1,1,0,0,0,0
20045,m-608,313.4000,752.8000,0.2393,0.0008,14.0362,0.4317,0.1035,0.0000,0.3449,0.2512,5,2,2,2,2,2,0,0,0,0
20045,m-710,355.5000,790.9000,0.2377,0.0000,135.0000,0.1125,0.2556,0.3449,0.0000,0.5803,3,3,3,3,1,1,0,0,0,0
20045,m-906,329.2000,782.2000,0.7684,0.0003,-71.5651,0.6630,0.3338,0.2512,0.5803,0.0000,4,3,3,3,1,1,0,0,0,0
20046,m-213,355.7000,763.5000,0.6756,0.0069,167.4712,0.0000,0.2935,0.4731,0.1770,0.6672,0,0,0,0,0,0,0,0,0,0
20046,m-504,357.1000,753.5000,0.3183,0.0022,63.4349,0.2935,0.0000,0.1858,0.1349,0.3836,1,1,1,1,1,1,0,0,0,0
20046,m-608,313.7000,752.8000,0.2317,0.0018,0.0000,0.4731,0.1858,0.0000,0.3108,0.2145,5,2,2,2,2,2,0,0,0,0
20046,m-710,355.4000,791.2000,0.2377,-0.0008,108.4349,0.1770,0.1349,0.3108,0.0000,0.5070,3,3,3,3,1,1,0,0,0,0
20046,m-906,329.4000,781.6000,0.7652,0.0003,-71.5651,0.6672,0.3836,0.2145,0.5070,0.0000,4,3,3,3,1,1,0,0,0,0
20047,m-213,354.6000,763.7000,0.6062,0.0046,169.6952,0.0000,0.2988,0.6025,0.1801,0.6734,0,0,0,0,0,0,0,0,0,0
20047,m-504,357.3000,753.9000,0.2959,-0.0008,63.4349,0.2988,0.0000,0.3074,0.1346,0.3838,1,1,1,1,1,1,0,0,0,0
20047,m-608,313.9000,752.6000,0.2134,-0.0002,-45.0000,0.6025,0.3074,0.0000,0.4337,0.1093,5,2,2,2,2,2,0,0,0,0
20047,m-710,355.3000,791.5000,0.2461,0.0005,108.4349,0.1801,0.1346,0.4337,0.0000,0.5068,3,3,3,3,1,1,0,0,0,0
20047,m-906,329.6000,781.0000,0.7620,0.0038,-71.5651,0.6734,0.3838,0.1093,0.5068,0.0000,4,3,3,3,1,1,0,0,0,0
20048,m-213,353.6000,764.0000,0.5601,0.0046,163.3008,0.0000,0.3314,0.7089,0.1736,0.7068,0,0,0,0,0,0,0,0,0,0
20048,m-504,357.4000,754.0000,0.3042,-0.0009,45.0000,0.3314,0.0000,0.3804,0.1718,0.3829,1,1,1,1,1,1,0,0,0,0
20048,m-608,313.9000,752.4000,0.2158,0.0002,-90.0000,0.7089,0.3804,0.0000,0.5455,0.0759,5,2,2,2,2,2,0,0,0,0
20048,m-710,355.2000,791.9000,0.2409,-0.0013,104.0362,0.1736,0.1718,0.5455,0.0000,0.5451,3,3,3,3,1,1,0,0,0,0
20048,m-906,329.6000,780.3000,0.7236,0.0048,-90.0000,0.7068,0.3829,0.0759,0.5451,0.0000,4,3,3,3,1,1,0,0,0,0
20049,m-213,352.5000,764.1000,0.5137,0.0020,174.8056,0.0000,0.3313,0.6667,0.1912,0.7161,0,0,0,0,0,0,0,0,0,0
20049,m-504,357.6000,754.3000,0.3128,-0.0000,56.3099,0.3313,0.0000,0.3385,0.1535,0.3906,1,1,1,1,1,1,0,0,0,0
20049,m-608,314.0000,752.2000,0.2134,0.0010,-63.4349,0.6667,0.3385,0.0000,0.4845,0.0874,5,2,2,2,2,2,0,0,0,0
20049,m-710,355.1000,792.2000,0.2540,-0.0018,108.4349,0.1912,0.1535,0.4845,0.0000,0.5340,3,3,3,3,1,1,0,0,0,0
20049,m-906,329.7000,779.6000,0.6752,0.0070,-81.8699,0.7161,0.3906,0.0874,0.5340,0.0000,4,3,3,3,1,1,0,0,0,0
20050,m-213,351.6000,764.2000,0.4939,0.0006,173.6598,0.0000,0.3082,0.7371,0.1874,0.7353,0,0,0,0,0,0,0,0,0,0
20050,m-504,357.7000,754.5000,0.3128,-0.0015,63.4349,0.3082,0.0000,0.4314,0.1348,0.4316,1,1,1,1,1,1,0,0,0,0
20050,m-608,314.0000,752.0000,0.2034,0.0009,-90.0000,0.7371,0.4314,0.0000,0.5578,0.0644,5,2,2,2,2,2,0,0,0,0
20050,m-710,355.0000,792.5000,0.2724,-0.0044,108.4349,0.1874,0.1348,0.5578,0.0000,0.5555,3,3,3,3,1,1,0,0,0,0
20050,m-906,329.7000,778.8000,0.6052,0.0066,-90.0000,0.7353,0.4316,0.0644,0.5555,0.0000,4,3,3,3,1,1,0,0,0,0
20051,m-213,350.9000,764.2000,0.4879,0.0018,180.0000,0.0000,0.3454,0.8058,0.2543,0.7528,0,0,0,0,0,0,0,0,0,0
20051,m-504,357.9000,754.8000,0.3278,-0.0057,56.3099,0.3454,0.0000,0.4627,0.1060,0.4111,1,1,1,1,1,1,0,0,0,0
20051,m-608,313.9000,751.7000,0.1942,0.0006,-108.4349,0.8058,0.4627,0.0000,0.5580,0.0780,5,2,2,2,2,2,0,0,0,0
20051,m-710,355.0000,792.7000,0.3164,-0.0062,90.0000,0.2543,0.1060,0.5580,0.0000,0.5036,3,3,3,3,1,1,0,0,0,0
20051,m-906,329.7000,778.0000,0.5394,0.0068,-90.0000,0.7528,0.4111,0.0780,0.5036,0.0000,4,3,3,3,1,1,0,0,0,0
20052,m-213,350.3000,764.1000,0.4695,-0.0006,-170.5377,0.0000,0.4754,0.2325,0.7268,0.2265,0,0,0,0,0,0,0,0,0,0
20052,m-504,358.0000,754.8000,0.3848,-0.0045,0.0000,0.4754,0.0000,0.2583,0.2555,0.2552,1,1,1,1,1,1,0,0,0,0
20052,m-608,313.9000,751.5000,0.1883,0.0012,-90.0000,0.2325,0.2583,0.0000,0.5076,0.0527,5,2,2,2,2,2,0,0,0,0
20052,m-710,355.0000,792.8000,0.3785,-0.0062,90.0000,0.7268,0.2555,0.5076,0.0000,0.5030,3,3,3,3,1,1,0,0,0,0
20052,m-906,329.7000,777.1000,0.4717,0.0051,-90.0000,0.2265,0.2552,0.0527,0.5030,0.0000,4,3,3,3,1,1,0,0,0,0
20053,m-213,349.8000,764.0000,0.4751,-0.0008,-168.6901,0.0000,0.2937,0.1579,0.7216,0.2018,0,0,0,0,0,0,0,0,0,0
20053,m-504,358.1000,754.6000,0.4296,0.0000,-63.4349,0.2937,0.0000,0.1620,0.4303,0.1047,1,1,1,1,1,1,0,0,0,0
20053,m-608,313.8000,751.3000,0.1759,-0.0000,-116.5651,0.1579,0.1620,0.0000,0.5813,0.0731,5,2,2,2,2,2,0,0,0,0
20053,m-710,355.0000,792.9000,0.4407,-0.0076,90.0000,0.7216,0.4303,0.5813,0.0000,0.5227,3,3,3,3,1,1,0,0,0,0
20053,m-906,329.6000,776.3000,0.4211,0.0070,-97.1250,0.2018,0.1047,0.0731,0.5227,0.0000,4,3,3,3,1,1,0,0,0,0
20054,m-213,349.6000,763.8000,0.4828,-0.0012,-135.0000,0.0000,0.1266,0.0809,0.1311,0.1299,0,0,0,0,0,0,0,0,0,0
20054,m-504,358.1000,754.1000,0.4296,-0.0027,-90.0000,0.1266,0.0000,0.0991,0.0514,0.0472,1,1,1,1,1,1,0,0,0,0
20054,m-608,313.7000,751.1000,0.1759,0.0002,-116.5651,0.0809,0.0991,0.0000,0.1143,0.0858,5,2,2,2,2,2,0,0,0,0
20054,m-710,355.0000,792.8000,0.5167,-0.0072,-90.0000,0.1311,0.0514,0.1143,0.0000,0.0450,3,3,3,3,1,1,0,0,0,0
20054,m-906,329.6000,775.4000,0.3511,0.0066,-90.0000,0.1299,0.0472,0.0858,0.0450,0.0000,4,3,3,3,1,1,0,0,0,0
20055,m-213,349.6000,763.6000,0.4945,0.0008,-90.0000,0.0000,0.0543,0.0977,0.0400,0.0443,0,0,0,0,0,0,0,0,0,0
20055,m-504,358.2000,753.8000,0.4563,-0.0038,-71.5651,0.0543,0.0000,0.1426,0.0738,0.0874,1,1,1,1,1,1,0,0,0,0
20055,m-608,313.6000,750.9000,0.1736,0.0012,-116.5651,0.0977,0.1426,0.0000,0.1182,0.0670,5,2,2,2,2,2,0,0,0,0
20055,m-710,355.0000,792.6000,0.5889,-0.0053,-90.0000,0.0400,0.0738,0.1182,0.0000,0.0590,3,3,3,3,1,1,0,0,0,0
20055,m-906,329.5000,774.6000,0.2846,0.0040,-97.1250,0.0443,0.0874,0.0670,0.0590,0.0000,4,3,3,3,1,1,0,0,0,0
20056,m-213,349.8000,763.4000,0.4862,0.0028,-45.0000,0.0000,0.0954,0.2095,0.0854,0.1323,0,0,0,0,0,0,0,0,0,0
20056,m-504,358.3000,753.3000,0.4947,-0.0063,-78.6901,0.0954,0.0000,0.1275,0.0574,0.0639,1,1,1,1,1,1,0,0,0,0
20056,m-608,313.5000,750.7000,0.1612,-0.0012,-116.5651,0.2095,0.1275,0.0000,0.1586,0.0832,5,2,2,2,2,2,0,0,0,0
20056,m-710,355.1000,792.3000,0.6421,-0.0045,-71.5651,0.0854,0.0574,0.1586,0.0000,0.0823,3,3,3,3,1,1,0,0,0,0
20056,m-906,329.5000,774.0000,0.2446,0.0046,-90.0000,0.1323,0.0639,0.0832,0.0823,0.0000,4,3,3,3,1,1,0,0,0,0
20057,m-213,350.1000,763.1000,0.4579,0.0048,-45.0000,0.0000,0.0555,0.1396,0.1340,0.1329,0,0,0,0,0,0,0,0,0,0
20057,m-504,358.5000,753.2000,0.5578,-0.0063,-26.5651,0.0555,0.0000,0.1922,0.1844,0.1880,1,1,1,1,1,1,0,0,0,0
20057,m-608,313.5000,750.6000,0.1736,0.0008,-90.0000,0.1396,0.1922,0.0000,0.0995,0.0362,5,2,2,2,2,2,0,0,0,0
20057,m-710,355.1000,791.9000,0.6870,-0.0036,-90.0000,0.1340,0.1844,0.0995,0.0000,0.0735,3,3,3,3,1,1,0,0,0,0
20057,m-906,329.5000,773.4000,0.1988,-0.0004,-90.0000,0.1329,0.1880,0.0362,0.0735,0.0000,4,3,3,3,1,1,0,0,0,0
20058,m-213,350.6000,762.8000,0.4096,0.0050,-30.9638,0.0000,0.0334,0.2457,0.0891,0.1199,0,0,0,0,0,0,0,0,0,0
20058,m-504,358.7000,753.1000,0.6209,-0.0036,-26.5651,0.0334,0.0000,0.2637,0.0976,0.1433,1,1,1,1,1,1,0,0,0,0
20058,m-608,313.4000,750.4000,0.1654,-0.0030,-116.5651,0.2457,0.2637,0.0000,0.1971,0.1305,5,2,2,2,2,2,0,0,0,0
20058,m-710,355.3000,791.6000,0.7230,-0.0019,-56.3099,0.0891,0.0976,0.1971,0.0000,0.0879,3,3,3,3,1,1,0,0,0,0
20058,m-906,329.6000,773.1000,0.2032,-0.0019,-71.5651,0.1199,0.1433,0.1305,0.0879,0.0000,4,3,3,3,1,1,0,0,0,0
20059,m-213,351.1000,762.4000,0.3597,0.0048,-38.6598,0.0000,0.0800,0.1533,0.0921,0.0776,0,0,0,0,0,0,0,0,0,0
20059,m-504,358.9000,752.7000,0.6568,-0.0036,-63.4349,0.0800,0.0000,0.1109,0.0511,0.0713,1,1,1,1,1,1,0,0,0,0
20059,m-608,313.4000,750.2000,0.1954,-0.0048,-90.0000,0.1533,0.1109,0.0000,0.1263,0.0824,5,2,2,2,2,2,0,0,0,0
20059,m-710,355.5000,791.2000,0.7423,0.0009,-63.4349,0.0921,0.0511,0.1263,0.0000,0.0769,3,3,3,3,1,1,0,0,0,0
20059,m-906,329.7000,772.9000,0.2221,-0.0051,-63.4349,0.0776,0.0713,0.0824,0.0769,0.0000,4,3,3,3,1,1,0,0,0,0
20060,m-213,351.6000,761.9000,0.3113,0.0054,-45.0000,0.0000,0.0718,0.1359,0.0688,0.3774,0,0,0,0,0,0,0,0,0,0
20060,m-504,359.1000,752.6000,0.6927,-0.0006,-26.5651,0.0718,0.0000,0.1947,0.0892,0.3322,1,1,1,1,1,1,0,0,0,0
20060,m-608,313.4000,750.1000,0.2437,-0.0050,-90.0000,0.1359,0.1947,0.0000,0.1418,0.5027,5,2,2,2,2,2,0,0,0,0
20060,m-710,355.8000,790.8000,0.7336,0.0042,-53.1301,0.0688,0.0892,0.1418,0.0000,0.4049,3,3,3,3,1,1,0,0,0,0
20060,m-906,329.7000,773.0000,0.2729,-0.0046,90.0000,0.3774,0.3322,0.5027,0.4049,0.0000,4,3,3,3,1,1,0,0,0,0
20061,m-213,352.1000,761.5000,0.2573,0.0020,-38.6598,0.0000,0.1253,0.2233,0.0750,0.2354,0,0,0,0,0,0,0,0,0,0
20061,m-504,359.2000,752.1000,0.6983,-0.0009,-78.6901,0.1253,0.0000,0.1313,0.0909,0.3509,1,1,1,1,1,1,0,0,0,0
20061,m-608,313.3000,749.9000,0.2941,-0.0078,-116.5651,0.2233,0.1313,0.0000,0.2033,0.4515,5,2,2,2,2,2,0,0,0,0
20061,m-710,356.2000,790.3000,0.6919,0.0042,-51.3402,0.0750,0.0909,0.2033,0.0000,0.2754,3,3,3,3,1,1,0,0,0,0
20061,m-906,329.8000,773.1000,0.3188,-0.0058,45.0000,0.2354,0.3509,0.4515,0.2754,0.0000,4,3,3,3,1,1,0,0,0,0
20062,m-213,352.4000,761.2000,0.2373,0.0057,-45.0000,0.0000,0.0796,0.2568,0.0710,0.4516,0,0,0,0,0,0,0,0,0,0
20062,m-504,359.5000,751.5000,0.7074,0.0003,-63.4349,0.0796,0.0000,0.2124,0.0539,0.5053,1,1,1,1,1,1,0,0,0,0
20062,m-608,313.2000,749.8000,0.3722,-0.0072,-135.0000,0.2568,0.2124,0.0000,0.2347,0.7017,5,2,2,2,2,2,0,0,0,0
20062,m-710,356.6000,789.7000,0.6498,0.0022,-56.3099,0.0710,0.0539,0.2347,0.0000,0.4845,3,3,3,3,1,1,0,0,0,0
20062,m-906,329.7000,773.3000,0.3770,-0.0055,116.5651,0.4516,0.5053,0.7017,0.4845,0.0000,4,3,3,3,1,1,0,0,0,0
20063,m-213,352.8000,760.8000,0.1807,0.0036,-45.0000,0.0000,0.0847,0.1402,0.0741,0.3789,0,0,0,0,0,0,0,0,0,0
20063,m-504,359.8000,750.9000,0.7043,0.0000,-63.4349,0.0847,0.0000,0.1010,0.0542,0.4315,1,1,1,1,1,1,0,0,0,0
20063,m-608,313.2000,749.7000,0.4446,-0.0070,-90.0000,0.1402,0.1010,0.0000,0.1231,0.5028,5,2,2,2,2,2,0,0,0,0
20063,m-710,357.0000,789.1000,0.6277,0.0028,-56.3099,0.0741,0.0542,0.1231,0.0000,0.4103,3,3,3,3,1,1,0,0,0,0
20063,m-906,329.7000,773.6000,0.4325,-0.0066,90.0000,0.3789,0.4315,0.5028,0.4103,0.0000,4,3,3,3,1,1,0,0,0,0
20064,m-213,353.0000,760.5000,0.1446,0.0017,-56.3099,0.0000,0.0723,0.1822,0.0679,0.4114,0,0,0,0,0,0,0,0,0,0
20064,m-504,360.1000,750.5000,0.7043,-0.0018,-53.1301,0.0723,0.0000,0.1884,0.0510,0.4026,1,1,1,1,1,1,0,0,0,0
20064,m-608,313.1000,749.5000,0.5145,-0.0080,-116.5651,0.1822,0.1884,0.0000,0.1894,0.5766,5,2,2,2,2,2,0,0,0,0
20064,m-710,357.5000,788.4000,0.5999,0.0003,-54.4623,0.0679,0.0510,0.1894,0.0000,0.4046,3,3,3,3,1,1,0,0,0,0
20064,m-906,329.7000,773.8000,0.4985,-0.0072,90.0000,0.4114,0.4026,0.5766,0.4046,0.0000,4,3,3,3,1,1,0,0,0,0
20065,m-213,353.1000,760.2000,0.1271,0.0006,-71.5651,0.0000,0.0838,0.0946,0.0926,0.0988,0,0,0,0,0,0,0,0,0,0
20065,m-504,360.4000,750.0000,0.7222,0.0026,-59.0362,0.0838,0.0000,0.1071,0.0579,0.0664,1,1,1,1,1,1,0,0,0,0
20065,m-608,313.1000,749.3000,0.5950,-0.0080,-90.0000,0.0946,0.1071,0.0000,0.1366,0.1311,5,2,2,2,2,2,0,0,0,0
20065,m-710,358.1000,787.7000,0.5972,-0.0015,-49.3987,0.0926,0.0579,0.1366,0.0000,0.0429,3,3,3,3,1,1,0,0,0,0
20065,m-906,329.8000,773.7000,0.5704,-0.0058,-45.0000,0.0988,0.0664,0.1311,0.0429,0.0000,4,3,3,3,1,1,0,0,0,0
20066,m-213,353.1000,760.0000,0.1213,-0.0016,-90.0000,0.0000,0.1046,0.0877,0.1441,0.2609,0,0,0,0,0,0,0,0,0,0
20066,m-504,360.8000,749.2000,0.6960,0.0013,-63.4349,0.1046,0.0000,0.0965,0.0718,0.1841,1,1,1,1,1,1,0,0,0,0
20066,m-608,313.1000,749.2000,0.6750,-0.0058,-90.0000,0.0877,0.0965,0.0000,0.1472,0.2537,5,2,2,2,2,2,0,0,0,0
20066,m-710,358.7000,787.1000,0.6123,-0.0007,-45.0000,0.1441,0.0718,0.1472,0.0000,0.1319,3,3,3,3,1,1,0,0,0,0
20066,m-906,330.0000,773.7000,0.6285,-0.0058,0.0000,0.2609,0.1841,0.2537,0.1319,0.0000,4,3,3,3,1,1,0,0,0,0
20067,m-213,353.0000,759.9000,0.1371,-0.0010,-135.0000,0.0000,0.1958,0.1054,0.2603,0.5073,0,0,0,0,0,0,0,0,0,0
20067,m-504,361.1000,748.4000,0.6833,0.0013,-69.4440,0.1958,0.0000,0.2423,0.0845,0.3230,1,1,1,1,1,1,0,0,0,0
20067,m-608,312.9000,749.1000,0.7332,-0.0036,-153.4349,0.1054,0.2423,0.0000,0.3121,0.5541,5,2,2,2,2,2,0,0,0,0
20067,m-710,359.3000,786.5000,0.6197,-0.0034,-45.0000,0.2603,0.0845,0.3121,0.0000,0.2542,3,3,3,3,1,1,0,0,0,0
20067,m-906,330.1000,773.8000,0.6864,-0.0015,45.0000,0.5073,0.3230,0.5541,0.2542,0.0000,4,3,3,3,1,1,0,0,0,0
20068,m-213,352.9000,759.9000,0.1471,-0.0016,180.0000,0.0000,0.6981,0.8825,0.5996,0.3531,0,0,0,0,0,0,0,0,0,0
20068,m-504,361.4000,747.6000,0.6700,-0.0009,-69.4440,0.6981,0.0000,0.1936,0.1114,0.3543,1,1,1,1,1,1,0,0,0,0
20068,m-608,312.8000,749.0000,0.7691,0.0018,-135.0000,0.8825,0.1936,0.0000,0.2931,0.5344,5,2,2,2,2,2,0,0,0,0
20068,m-710,359.9000,786.1000,0.6539,-0.0050,-33.6901,0.5996,0.1114,0.2931,0.0000,0.2542,3,3,3,3,1,1,0,0,0,0
20068,m-906,330.3000,774.1000,0.7014,-0.0000,56.3099,0.3531,0.3543,0.5344,0.2542,0.0000,4,3,3,3,1,1,0,0,0,0
20069,m-213,352.8000,760.0000,0.1630,0.0002,135.0000,0.0000,0.5481,0.7801,0.4897,0.1810,0,0,0,0,0,0,0,0,0,0
20069,m-504,361.8000,746.9000,0.6788,-0.0049,-60.2551,0.5481,0.0000,0.2398,0.0784,0.3833,1,1,1,1,1,1,0,0,0,0
20069,m-608,312.4000,748.7000,0.7507,0.0038,-143.1301,0.7801,0.2398,0.0000,0.3015,0.6117,5,2,2,2,2,2,0,0,0,0
20069,m-710,360.4000,785.7000,0.7039,-0.0073,-38.6598,0.4897,0.0784,0.3015,0.0000,0.3220,3,3,3,3,1,1,0,0,0,0
20069,m-906,330.4000,774.5000,0.7014,0.0010,75.9638,0.1810,0.3833,0.6117,0.3220,0.0000,4,3,3,3,1,1,0,0,0,0
20070,m-213,352.6000,760.1000,0.1606,-0.0022,153.4349,0.0000,0.5965,0.7694,0.4741,0.2164,0,0,0,0,0,0,0,0,0,0
20070,m-504,362.1000,746.4000,0.7282,-0.0042,-59.0362,0.5965,0.0000,0.1843,0.1354,0.3927,1,1,1,1,1,1,0,0,0,0
20070,m-608,312.1000,748.2000,0.7124,0.0059,-120.9638,0.7694,0.1843,0.0000,0.3084,0.5629,5,2,2,2,2,2,0,0,0,0
20070,m-710,360.8000,785.6000,0.7766,-0.0094,-14.0362,0.4741,0.1354,0.3084,0.0000,0.2669,3,3,3,3,1,1,0,0,0,0
20070,m-906,330.5000,775.1000,0.6915,0.0020,80.5377,0.2164,0.3927,0.5629,0.2669,0.0000,4,3,3,3,1,1,0,0,0,0
20071,m-213,352.5000,760.1000,0.1823,0.0000,180.0000,0.0000,0.6314,0.8006,0.4374,0.2604,0,0,0,0,0,0,0,0,0,0
